QueryId,DocumentId
201,clueweb12-0906wb-09-33744
201,clueweb12-0508wb-36-14116
201,clueweb12-1812wb-36-11474
201,clueweb12-0902wb-72-11855
201,clueweb12-1100tw-55-13200
201,clueweb12-0500tw-17-18276
201,clueweb12-0714wb-00-13547
201,clueweb12-0908wb-09-14789
201,clueweb12-0904wb-71-24469
201,clueweb12-1716wb-66-00027
201,clueweb12-1111wb-41-15778
201,clueweb12-1205wb-35-08540
201,clueweb12-1604wb-20-11054
201,clueweb12-1310wb-04-16486
201,clueweb12-0915wb-42-02088
201,clueweb12-1200tw-95-12617
201,clueweb12-0200tw-42-04809
201,clueweb12-0906wb-96-33932
201,clueweb12-0909wb-35-26187
201,clueweb12-0100tw-52-01034
202,clueweb12-1705wb-22-13047
202,clueweb12-1116wb-12-30914
202,clueweb12-0002wb-14-02885
202,clueweb12-1707wb-98-07904
202,clueweb12-0305wb-35-13201
202,clueweb12-1013wb-15-21838
202,clueweb12-1116wb-59-18964
202,clueweb12-0203wb-91-06006
202,clueweb12-1900tw-53-20555
202,clueweb12-0610wb-53-03244
202,clueweb12-1212wb-02-13082
202,clueweb12-0601wb-18-11856
202,clueweb12-0814wb-20-13703
202,clueweb12-0106wb-28-19010
202,clueweb12-0106wb-56-21411
202,clueweb12-0107wb-69-26381
202,clueweb12-0109wb-55-16900
202,clueweb12-0109wb-37-32328
202,clueweb12-0109wb-45-24370
202,clueweb12-0504wb-58-23611
203,clueweb12-1503wb-37-03952
203,clueweb12-0202wb-27-03322
203,clueweb12-0501wb-93-24715
203,clueweb12-0310wb-22-09840
203,clueweb12-0712wb-43-02163
203,clueweb12-0500tw-26-08047
203,clueweb12-1205wb-29-13782
203,clueweb12-0803wb-21-07780
203,clueweb12-0103wb-91-09127
203,clueweb12-0003wb-66-00867
203,clueweb12-0406wb-39-10897
203,clueweb12-0305wb-49-06640
203,clueweb12-0708wb-37-02465
203,clueweb12-1101wb-02-00382
203,clueweb12-0715wb-16-01230
203,clueweb12-1102wb-50-27864
203,clueweb12-1002wb-85-05660
203,clueweb12-1413wb-00-06488
203,clueweb12-1515wb-83-17843
203,clueweb12-0807wb-64-18762
204,clueweb12-1308wb-66-17902
204,clueweb12-0900tw-81-15437
204,clueweb12-1308wb-72-09405
204,clueweb12-1607wb-98-27514
204,clueweb12-1810wb-62-25081
204,clueweb12-1211wb-04-16657
204,clueweb12-1207wb-30-12502
204,clueweb12-0103wb-16-10147
204,clueweb12-1801wb-85-15691
204,clueweb12-0200wb-52-06045
204,clueweb12-0207wb-10-30448
204,clueweb12-0207wb-81-27669
204,clueweb12-0108wb-39-17157
204,clueweb12-0005wb-81-13525
204,clueweb12-0701wb-25-10017
204,clueweb12-0208wb-53-06485
204,clueweb12-0210wb-60-01147
204,clueweb12-1606wb-70-14242
204,clueweb12-0902wb-68-19890
204,clueweb12-0405wb-05-16245
205,clueweb12-0202wb-46-09258
205,clueweb12-1300wb-54-07130
205,clueweb12-0408wb-62-31294
