QueryId,DocumentId
231,clueweb12-1003wb-99-15753
231,clueweb12-0807wb-03-19968
231,clueweb12-0304wb-00-29046
231,clueweb12-1416wb-61-06346
231,clueweb12-1806wb-41-08367
231,clueweb12-0302wb-56-24400
231,clueweb12-0916wb-97-05514
231,clueweb12-0105wb-20-13261
231,clueweb12-0000wb-66-01364
231,clueweb12-1400wb-87-01610
231,clueweb12-0710wb-95-25505
231,clueweb12-0512wb-22-05052
231,clueweb12-1814wb-03-14278
231,clueweb12-1802wb-99-13952
231,clueweb12-0007wb-51-17998
231,clueweb12-0103wb-67-11793
231,clueweb12-1805wb-98-28124
231,clueweb12-0007wb-63-08973
231,clueweb12-0807wb-36-04004
231,clueweb12-0812wb-01-02668
231,clueweb12-1604wb-49-16476
231,clueweb12-1216wb-08-06890
231,clueweb12-1610wb-39-28688
231,clueweb12-1904wb-62-05093
231,clueweb12-1516wb-08-08814
231,clueweb12-0108wb-52-04663
231,clueweb12-0919wb-54-02240
231,clueweb12-1002wb-99-02873
231,clueweb12-1603wb-00-09641
231,clueweb12-0406wb-44-06535
231,clueweb12-1904wb-28-18693
231,clueweb12-1111wb-95-16819
231,clueweb12-0404wb-51-12361
231,clueweb12-1616wb-76-04151
231,clueweb12-0101wb-55-19089
231,clueweb12-0107wb-64-19990
231,clueweb12-0107wb-72-26326
231,clueweb12-0605wb-20-02821
231,clueweb12-0805wb-41-18211
231,clueweb12-0304wb-07-14681
231,clueweb12-0609wb-59-28037
231,clueweb12-0805wb-08-08121
231,clueweb12-1909wb-35-02928
231,clueweb12-0908wb-53-03390
231,clueweb12-0100tw-53-14905
231,clueweb12-1604wb-64-10820
231,clueweb12-0815wb-71-19997
231,clueweb12-1013wb-39-06349
231,clueweb12-1013wb-32-18129
231,clueweb12-1316wb-06-14973
231,clueweb12-1704wb-46-25975
231,clueweb12-1105wb-06-08209
231,clueweb12-0010wb-93-02099
231,clueweb12-1800wb-86-20615
231,clueweb12-0909wb-60-03097
231,clueweb12-1213wb-40-03187
231,clueweb12-1713wb-81-16473
231,clueweb12-1107wb-07-15205
231,clueweb12-0707wb-43-09811
231,clueweb12-0104wb-53-18764
231,clueweb12-0816wb-48-09412
231,clueweb12-0209wb-14-18721
231,clueweb12-0304wb-77-22544
231,clueweb12-1509wb-76-24476
231,clueweb12-0000wb-42-08855
231,clueweb12-0905wb-16-15836
231,clueweb12-0907wb-64-08157
231,clueweb12-0304wb-41-28576
231,clueweb12-1102wb-20-02801
231,clueweb12-0006wb-73-01826
231,clueweb12-1506wb-05-07140
231,clueweb12-0401wb-84-25965
231,clueweb12-1710wb-84-07136
231,clueweb12-0501wb-40-22053
231,clueweb12-0915wb-73-00833
231,clueweb12-0000wb-42-08856
231,clueweb12-1015wb-10-01581
231,clueweb12-1412wb-64-23549
231,clueweb12-1004wb-68-07723
231,clueweb12-0811wb-66-01197
231,clueweb12-1116wb-32-20677
231,clueweb12-0403wb-21-15354
231,clueweb12-0013wb-58-02273
231,clueweb12-0300wb-17-01843
231,clueweb12-1208wb-77-03011
231,clueweb12-1904wb-14-14760
231,clueweb12-1805wb-28-23931
231,clueweb12-1701wb-46-05103
231,clueweb12-0006wb-60-00751
231,clueweb12-1111wb-35-11091
231,clueweb12-0104wb-89-17839
231,clueweb12-1715wb-00-19550
231,clueweb12-1405wb-27-17830
231,clueweb12-0304wb-91-27862
231,clueweb12-0714wb-74-13251
231,clueweb12-0600tw-25-11223
231,clueweb12-1611wb-38-03624
231,clueweb12-0406wb-83-11862
231,clueweb12-1315wb-40-12017
231,clueweb12-0107wb-59-20493
231,clueweb12-1713wb-85-18634
231,clueweb12-0201wb-27-00559
231,clueweb12-0501wb-47-30368
231,clueweb12-0805wb-63-08148
231,clueweb12-0703wb-39-25597
231,clueweb12-0816wb-98-19961
231,clueweb12-1913wb-43-06057
231,clueweb12-0900tw-68-02178
231,clueweb12-1712wb-77-00483
231,clueweb12-1703wb-71-31925
231,clueweb12-0305wb-80-23700
231,clueweb12-1207wb-41-02367
231,clueweb12-0908wb-42-10762
231,clueweb12-0916wb-94-13463
231,clueweb12-1306wb-03-06967
231,clueweb12-1409wb-61-19867
231,clueweb12-1601wb-73-00387
231,clueweb12-0110wb-28-03674
231,clueweb12-1003wb-84-05884
231,clueweb12-1705wb-02-05965
231,clueweb12-1110wb-20-16941
